_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3160852,323710759,23166728,14,2023-10-20T12:35:00,"1100 Block Arlington Ave Pittsburgh, PA 15203",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief. / 901 Criminal Attempt / 907 Possessing Instruments of Crime.,1803,3,5,-79.99126831141189,40.4225305845393
3160853,324046008,23169588,0,2023-10-25T09:30:00,"2100 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,3,3,-79.97607196692113,40.42831461030255
3160854,324776485,23176311,6,2023-11-06T08:20:00,"2100 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1413,5,3,-79.92323754745422,40.433514196571934
3160855,324778956,23176327,6,2023-11-06T08:15:00,"80 Block S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,3,3,-79.98422359802768,40.42733103114618
3160856,324790545,23176354,27,2023-10-29T23:05:00,"5th Ave & Wilkins Ave Pittsburgh, PA 15232",Y,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,703,8,3,-79.93729511401358,40.44780010041867
3160857,324796935,23176348,11,2023-11-05T08:00:00,"1900 Block Fairlawn St Pittsburgh, PA 15221",N,East Hills,5,CREDIT CARDS,4106 Access Device Fraud,1306,,,-79.87019109385152,40.44904217940794
3160858,324798978,23176367,6,2023-11-06T11:06:00,"1500 Block Creedmoor Ave Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1918,4,5,-80.01197555016127,40.38874256573439
3160859,324801822,23176416,6,2023-11-06T11:30:00,"2500 Block Allequippa St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,402,6,3,-79.96771373707432,40.44112611443261
3160860,324803758,23176426,14,2023-11-06T05:00:00,"3600 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,CRIM MISCHIEF,3304 Criminal Mischief.,405,3,3,-79.95744380996236,40.44027243912023
3160861,324810483,23176473,0,2023-11-06T14:41:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2715,1,1,-80.03026917178845,40.469230793316164
3160862,324815355,23176499,5,2023-11-02T19:00:00,"Courtright St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,BURGLARY,3502 Burglary.,2715,1,1,-80.03122176111421,40.47559010935904
3160863,324819118,23176555,0,2023-11-06T16:48:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.01656850562077,40.45687440924445
3160864,324838295,23176708,99,2023-11-06T21:10:00,"200 Block Voeghtly St & River Ave Pittsburgh, PA 15212",N,North Shore,1,AIDED CASE,9497 Aided Case,2205,,,,
3160865,324842117,23176743,27,2023-11-07T00:00:00,"Broadway Ave & Coast Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident.,1916,4,5,-80.02479847303671,40.40866553176616
3160866,324844104,23176737,27,2023-11-06T22:00:00,"200 Block S Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,8,3,-79.94921360638956,40.44614648814841
3160867,323040409,23161271,10,2023-10-10T18:45:00,"1300 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1916,4,5,-80.02425253660363,40.41622591474265
3160868,323509338,23165080,5,2023-10-17T01:45:00,"400 Block Forbes Ave Pittsburgh, PA 15219",N,Central Business District,2,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,201,8,3,-79.9525636026632,40.44289648145832
3160869,323513746,23165175,10,2023-10-17T17:17:00,"1100 Block Chislett St Pittsburgh, PA 15206",Y,Morningside,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1014,7,2,-79.92949057915322,40.47706455165042
3160870,323572433,23165543,6,2023-10-15T00:01:00,"300 Block S Highland Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2709(a) Harassment.,705,,,,
3160871,323574037,23165585,0,2023-10-18T00:01:00,"600 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): ,507,6,3,-79.95418147559153,40.4575761662433
3160872,323626451,23166074,3,2023-10-19T11:50:00,"Wood St & Oliver Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,201,6,6,-79.99991930451849,40.44145622520351
3160873,324177255,23170774,27,2023-10-26T14:24:00,"500 Block N Mathilda St Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1017,9,2,-79.94512333355881,40.46856081374881
3160874,324180188,23170737,6,2023-10-25T15:00:00,"500 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,2304,1,1,-80.0005722777536,40.453500256542384
3160875,324182160,23170789,0,2023-10-27T10:11:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3160876,324182196,23170802,6,2023-10-27T10:00:00,"7300 Block Tioga St Pittsburgh, PA 15208",N,Homewood South,5,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1303,9,2,-79.89601866630254,40.453474019835525
3160877,324192855,23170380,6,2023-10-20T16:35:00,"1300 Block Harlow St Pittsburgh, PA 15204",N,Chartiers City,6,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.,2021,2,5,-80.07080434290758,40.45821773178587
3160878,324198466,23170974,27,2023-10-27T08:45:00,"6300 Block Marchand St Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,708,8,2,-79.92235926619887,40.45720383333771
3160879,323409285,23164302,0,2023-10-16T13:35:00,"1100 Block New Hampshire Dr Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9994 PFA Service,2704,1,1,-80.02572602127425,40.4663049746871
3160880,323431956,23164503,6,2023-10-13T07:49:00,"1100 Block Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1203,9,2,-79.90004659627567,40.46424362652595
3160881,324050498,23169689,99,2023-10-25T17:00:00,"1400 Block Chicago St Pittsburgh, PA 15214",Y,Northview Heights,1,AIDED CASE,9497 Aided Case,2609,,,,
3160882,324059609,23168221,99,2023-10-23T14:52:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2018,2,5,-80.04925595778866,40.45329993217766
3160883,324060361,23169868,0,2023-10-25T21:10:00,"6800 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,99,9994 PFA Service,1405,9,2,-79.90833513853711,40.4546578651435
3160884,324087380,23170075,0,2023-10-26T08:38:00,"2600 Block Neeld Ave Pittsburgh, PA 15216",N,Beechview,6,99,9998 Overdose Other,1920,4,5,-80.0291855597803,40.4028241273205
3160885,324719657,23175583,18,2023-11-04T18:43:00,"Bennett St & Tokay St Pittsburgh, PA 15221",N,East Hills,5,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals.,1306,9,2,-79.88070585387179,40.45470439378665
3160886,324720900,23175642,27,2023-11-04T20:50:00,"Baum Blvd & Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,804,7,2,-79.93964316707483,40.45663498367191
3160887,324722708,23175690,0,2023-11-04T23:02:00,"Bigelow Blvd & Bloomfield Brg Pittsburgh, PA 15213",Y,Polish Hill,2,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3802(a)(1) DUI - General Impairment,605,7,6,-79.95790763684636,40.458807116541294
3160888,324722787,23175730,14,2023-11-04T23:30:00,"2100 Block Reed St Pittsburgh, PA 15219",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,,,,
3160889,324723512,23175750,14,2023-11-05T01:34:00,"2300 Block Wrights Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97295109019201,40.42880051485488
3160890,324724303,23175754,10,2023-11-05T01:02:00,"7700 Block Hamilton Ave Pittsburgh, PA 15221",Y,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1304,9,2,-79.88909220258323,40.45256859193237
3160891,324725301,23175738,18,2023-11-05T00:39:00,"N Braddock Ave & Hamilton Ave Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,"13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 3351 Stop, Stand and Park Outside Bus. and Res.  / 3334 Turning Movements and Required Signals.",1303,9,2,-79.89111182926251,40.45317283724237
3160892,324729827,23175834,99,2023-11-05T07:19:00,"300 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),507,6,3,-79.95075289711669,40.45245458694854
3160893,323996562,23169391,0,2023-10-25T06:16:00,"100 Block Tarragonna St Pittsburgh, PA 15210",N,Bon Air,3,99,9999 9999 - (Misc. Incident):  / 901 Criminal Attempt,1806,4,5,-79.99688846238627,40.41054061199542
3160894,324042686,23169544,10,2023-10-25T12:10:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.99740883167522,40.441533222252524
3160895,324047405,23169652,99,2023-10-25T15:50:00,"2900 Block Sheraden Blvd Pittsburgh, PA 15204",Y,Sheraden,6,DOG BITE,9492 Dog Bite,2018,,,,
3160896,324196638,23170905,10,2023-10-26T23:00:00,"3400 Block Webster Ave Pittsburgh, PA 15219",N,Upper Hill,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 9012 Non-Violent Domestic,506,6,3,-79.9616500933705,40.45485487361505
3160897,324202304,23170994,99,2023-10-27T17:50:00,"100 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.00287657553382,40.44141412630589
3160898,324691419,23175206,0,2023-11-04T00:23:00,Zone 2,N,,2,99,9999 9999 - (Misc. Incident): Sexual assault,,,,,
3160899,324691439,23175184,4,2023-11-03T23:35:00,"4000 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault.,903,7,2,-79.95725055025468,40.46282248753833
3160900,324692743,23175260,10,2023-11-04T03:10:00,"100 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,603,,,,
3160901,324706635,23175423,27,2023-11-04T11:00:00,"Dawson St & Oakland Way Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,406,3,3,-79.95214668032847,40.43776617954764
3160902,324706788,23175436,6,2023-11-04T12:55:00,"1700 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,7,6,-79.98569266344448,40.44966475859352
3160903,324710114,23175461,18,2023-11-04T14:01:00,"300 Block Forbes Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 5505 Public Drunkenness,201,6,6,-80.00076025677991,40.439953419738366
3160904,324721058,23175619,18,2023-11-04T20:11:00,"Kelly St & Durango Way Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers.,1304,9,2,-79.88939114289559,40.453800533092455
3160905,324722528,23175695,0,2023-11-04T23:40:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9994 PFA Service,509,6,3,-79.97427399849045,40.44961434187343
3160906,323705193,23166745,0,2023-10-20T13:10:00,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,99,9994 PFA Service,2019,7,2,-79.95794766796888,40.467383013699234
3160907,323970783,23169115,0,2023-10-24T17:30:00,"1500 Block Brighton Rte Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,9999 9999 - (Misc. Incident): ,2507,6,1,-80.01656850562077,40.45687440924445
3160908,324024470,23169467,99,2023-10-24T13:00:00,"2000 Block Jacob St Pittsburgh, PA 15210",N,Brookline,6,FOUND PROPERTY,9489 Found Property,3206,4,5,-79.9992681179769,40.39220787830839
3160909,324218434,23171333,99,2023-10-28T05:43:00,"2300 Block Sarah St Pittsburgh, PA 15203",Y,South Side Flats,3,AIDED CASE,9497 Aided Case / 3736 Reckless Driving,1609,3,3,-79.97302444869672,40.42724144170639
3160910,324865696,23176907,99,2023-11-07T10:05:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,6,1,-80.01656850562077,40.45687440924445
3160911,324914737,23177061,10,2023-11-07T02:35:00,"1800 Block One Wild Pl Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific),1106,,,,
3160912,324934525,23177212,0,2023-11-07T19:21:00,"Liberty Ave & Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,7,2,-79.94806923760972,40.461135430722514
3160913,324939612,23177202,10,2023-11-07T19:22:00,"1500 Block Rockland Ave Pittsburgh, PA 15216",N,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1916,4,5,-80.02036781481688,40.41203819237264
3160914,323043375,23161322,24,2023-10-10T20:15:00,"1100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,2901,4,3,-79.99090254346763,40.4049473205906
3160915,323659552,23166298,18,2023-10-19T17:48:00,"Centre Ave & Grove St Pittsburgh, PA 15219",Y,Middle Hill,2,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance,501,6,3,-79.97962118956211,40.44404496486004
3160916,323664572,23166376,27,2023-10-19T20:40:00,"N Dallas Ave & Penn Ave Pittsburgh, PA 15208",N,Point Breeze North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1405,8,3,-79.90819455788883,40.451494575066846
3160917,323697054,23166651,10,2023-10-20T10:05:00,"3100 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2715,1,1,-80.03143332166242,40.47333758231309
3160918,-3707010945,23166702,6,2023-10-20T12:04:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,3,-79.97643264287119,40.43034081399975
3160919,324204212,23171061,6,2023-10-27T12:45:00,"6400 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,9,2,-79.91743506731456,40.45751349471281
3160920,324209307,23171114,9,2023-10-27T21:26:00,"Cedar Ave & Pressley St Pittsburgh, PA 15212",Y,Allegheny Center,1,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2204,1,1,-80.00114903409869,40.4516250109702
3160921,324210636,23171153,14,2023-10-27T22:43:00,"Blvd Of The Allies & Parkview Ave Pittsburgh, PA 15213",Y,Central Oakland,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar) / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 903 Criminal Conspiracy. / 907 Possessing Instruments of Crime.",406,3,3,-79.95221619540119,40.43425360298497
3160922,324211866,23171182,10,2023-10-27T23:08:00,"4900 Block Baum Blvd Pittsburgh, PA 15213",N,Bloomfield,5,HARRASSMENT,2709(a) Harassment.,804,7,2,-79.94652203732653,40.45431575916028
3160923,324213604,23171240,10,2023-10-28T01:30:00,"5300 Block Natrona Way Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,1011,,,,
3160924,324215181,23171315,99,2023-10-28T03:08:00,"8000 Block Bennett St Pittsburgh, PA 15221",Y,East Hills,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1306,9,2,-79.8841190303238,40.45393259937531
3160925,324216542,23170978,27,2023-10-27T17:07:00,"Friendship Ave & Edmond St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,809,7,2,-79.94773997309643,40.46286583381169
3160926,324216965,23171137,99,2023-10-27T22:20:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,7,6,-79.9923774443368,40.44416294450934
3160927,324235725,23171536,0,2023-10-28T14:56:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9994 PFA Service,1403,8,3,-79.92333664685833,40.44142299875309
3160928,324243947,23171710,99,2023-10-28T20:59:00,"1200 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,FOUND DRUGS,9017 Found Drugs,203,7,6,-79.99295572113269,40.446374452160406
3160929,324248747,23171851,14,2023-10-29T01:24:00,"4300 Block Murray Ave Pittsburgh, PA 15217",N,Greenfield,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.92906146201615,40.42177863332509
3160930,324248848,23171818,24,2023-10-29T00:45:00,"50 Block 11th St Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,201,3,3,-79.98767553769906,40.42896749627302
3160931,324102986,23170125,9,2023-10-26T09:30:00,"7000 Block Willard St Pittsburgh, PA 15208",N,Point Breeze,4,FORGERY,4101 Forgery. / 4120 Identity Theft / 4106 Access Device Fraud,1406,9,3,-79.90871658387287,40.44608127214288
3160932,324133917,23170419,4,2023-10-26T17:48:00,"800 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 903 Criminal Conspiracy.,201,6,6,-79.99891918859558,40.442686358914685
3160933,324144522,23170591,0,2023-10-26T22:00:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,99,611.07 (A) False Alarm Penalty (Fire Alarms),103,6,6,-79.99459104985328,40.435334670473395
3160934,324156746,23170683,6,2023-10-27T07:30:00,"1500 Block Termon Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701,1,1,-80.03844668906889,40.48275148803192
3160935,324180733,23169864,17,2023-10-11T23:00:00,Zone 3,N,,3,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
3160936,-3724000269,23170713,6,2023-10-27T08:58:00,"200 Block Carnegie Pl Pittsburgh, PA 15208",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle,1406,9,3,-79.89883207175076,40.447230344973846
3160937,324183311,23170785,6,2023-10-26T18:40:00,"1800 Block Bentley Dr Pittsburgh, PA 15219",Y,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,511,6,3,-79.97407657843345,40.44081639092915
3160938,324731737,23175860,27,2023-11-05T01:00:00,"700 Block Casino Dr Pittsburgh, PA 15233",N,Chateau,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2108,,,,
3160939,324732203,23175878,11,2023-11-05T05:15:00,"3700 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,CREDIT CARDS,4106 Access Device Fraud,2708,1,1,-80.03519808011238,40.48325452805599
3160940,-3545226534,23175931,14,2023-11-05T10:00:00,"2300 Block Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.97291060170967,40.42923515849184
3160941,324737280,23175910,6,2023-11-05T11:28:00,"5400 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,2,-79.93546843810113,40.450646430444735
3160942,324737384,23175898,18,2023-11-05T11:53:00,"100 Block Hazlett St Pittsburgh, PA 15214",Y,Northview Heights,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,2609,1,1,-80.00164753718514,40.477122093250784
